,e,e_µ,e_std,e_size,h,h_µ,h_std,h_size,t-value,p-value,e_normal,h_normal,chi-squared test,Dh_size,De_size,#h,#e,segmentation,pivot,test,p-value (FDR)
1648,2019-03-04 00:00:00-2019-12-30 00:00:00,1.1,2.6,332,2017-03-04 00:00:00-2018-12-17 00:00:00,12.26,9.32,8017,-16.455729733726574,5.265961479868136e-52,False,False,5.3615499360700785e-207,160139,71070,58,54,Demographics,Promotion,mean,3.422874961914288e-51
1434,2019-02-28 00:00:00-2019-12-30 00:00:00,17.51,13.11,5357,2017-03-08 00:00:00-2018-12-11 00:00:00,0.64,2.1,414,17.21183866163844,6.985992291762626e-52,False,False,5.1955748621543944e-30,160139,71070,58,54,Demographics,Promotion,mean,4.528589041164282e-51
1858,2019-02-28 00:00:00-2019-12-30 00:00:00,4.56,3.77,1395,2017-03-28 00:00:00-2018-09-14 00:00:00,0.07,0.41,40,17.33747634089625,9.328346032038456e-52,False,False,9.523174509136504e-65,160139,71070,58,54,Demographics,Promotion,mean,6.030649650982699e-51
82,2019-02-28 00:00:00-2019-10-15 00:00:00,0.02,0.13,4,2017-03-04 00:00:00-2018-12-17 00:00:00,12.26,9.32,8017,-17.259060209469173,9.926785469692785e-52,False,False,1.9475548747508999e-264,160139,71070,58,54,Demographics,Promotion,mean,6.400234728707585e-51
2197,2019-02-28 00:00:00-2019-10-31 00:00:00,0.08,0.51,19,2017-03-04 00:00:00-2018-12-17 00:00:00,2.91,3.05,1906,-16.32425797466588,1.3777547122233372e-51,False,False,6.930619168121003e-178,160139,71070,58,54,Demographics,Promotion,mean,8.859110945264038e-51
1208,2019-02-28 00:00:00-2019-12-30 00:00:00,11.48,9.72,3514,2017-03-22 00:00:00-2018-11-27 00:00:00,0.25,1.25,154,17.61417687651192,1.4147788779300913e-51,False,False,9.0503589838232e-53,160139,71070,58,54,Demographics,Promotion,mean,9.072791088495385e-51
1873,2019-02-28 00:00:00-2019-12-30 00:00:00,4.56,3.77,1395,2017-04-06 00:00:00-2018-10-24 00:00:00,0.06,0.28,36,17.44584919677155,1.8859725325283623e-51,False,False,3.434203002995245e-59,160139,71070,58,54,Demographics,Promotion,mean,1.2062155876491558e-50
2256,2019-03-05 00:00:00-2019-10-01 00:00:00,0.01,0.1,2,2017-03-05 00:00:00-2018-12-17 00:00:00,4.63,5.0,3021,-16.41092936481725,2.5387906824069937e-51,False,False,6.616926504256378e-167,160139,71070,58,54,Demographics,Promotion,mean,1.619409949951341e-50
2472,2019-03-12 00:00:00-2019-12-16 00:00:00,0.34,1.33,95,2017-03-04 00:00:00-2018-12-17 00:00:00,31.13,23.8,20360,-16.62075263077257,2.765223672762931e-51,False,False,9.353038215592101e-250,160139,71070,58,54,Demographics,Promotion,mean,1.7591529322470562e-50
1164,2019-02-28 00:00:00-2019-12-30 00:00:00,11.48,9.72,3514,2017-11-02 00:00:00-2018-11-16 00:00:00,0.03,0.18,10,17.14147543078039,3.4262862529964856e-51,False,False,6.828648750555901e-95,160139,71070,58,54,Demographics,Promotion,mean,2.173919553625356e-50
2777,2019-04-02 00:00:00-2019-11-29 00:00:00,0.22,0.94,54,2017-03-04 00:00:00-2018-12-17 00:00:00,2.91,3.05,1906,-16.128458370673435,7.533430946780076e-51,False,False,5.800371754895931e-160,160139,71070,58,54,Demographics,Promotion,mean,4.767186990660831e-50
1856,2019-02-28 00:00:00-2019-12-30 00:00:00,4.56,3.77,1395,2017-05-24 00:00:00-2018-11-21 00:00:00,0.06,0.31,34,17.086922526983486,9.583448636074143e-51,False,False,2.9431765100141796e-64,160139,71070,58,54,Demographics,Promotion,mean,6.048445682714868e-50
1926,2019-03-22 00:00:00-2019-12-30 00:00:00,0.01,0.13,3,2017-03-04 00:00:00-2018-12-17 00:00:00,3.8,4.61,2485,-15.941230025304163,1.1011764749771812e-50,False,False,2.0750770492686846e-173,160139,71070,58,54,Demographics,Promotion,mean,6.931616126698467e-50
2066,2019-02-28 00:00:00-2019-12-30 00:00:00,61.92,27.31,18948,2017-03-04 00:00:00-2018-12-17 00:00:00,31.13,23.8,20360,16.68926936759459,1.240237236911441e-50,True,False,5.0841239651881384e-101,160139,71070,58,54,Demographics,Promotion,mean,7.786476301029308e-50
1214,2019-02-28 00:00:00-2019-12-30 00:00:00,11.48,9.72,3514,2017-07-20 00:00:00-2018-10-18 00:00:00,0.05,0.28,21,17.014184104055865,1.6043234798571492e-50,False,False,1.6520705593845421e-81,160139,71070,58,54,Demographics,Promotion,mean,1.0045920847691886e-49
1169,2019-02-28 00:00:00-2019-12-30 00:00:00,11.48,9.72,3514,2017-03-22 00:00:00-2018-11-29 00:00:00,0.09,0.44,58,17.257270758234444,2.224038048711426e-50,False,False,2.9215182802073572e-59,160139,71070,58,54,Demographics,Promotion,mean,1.3890075750699037e-49
1411,2019-02-28 00:00:00-2019-12-30 00:00:00,17.51,13.11,5357,2017-04-20 00:00:00-2018-12-14 00:00:00,0.09,0.34,55,16.65775826027973,2.3894678573959624e-50,False,False,4.653191290421319e-56,160139,71070,58,54,Demographics,Promotion,mean,1.4884393528362348e-49
1863,2019-02-28 00:00:00-2019-12-30 00:00:00,4.56,3.77,1395,2018-04-18 00:00:00-2018-12-17 00:00:00,0.04,0.27,10,16.789883721705937,2.6033164078217827e-50,False,False,1.116064603268968e-104,160139,71070,58,54,Demographics,Promotion,mean,1.6174371032492737e-49
2198,2019-02-28 00:00:00-2019-10-31 00:00:00,0.08,0.51,19,2017-03-05 00:00:00-2018-12-17 00:00:00,4.63,5.0,3021,-16.01656781163357,3.89950101752211e-50,False,False,7.833911300004856e-163,160139,71070,58,54,Demographics,Promotion,mean,2.416478350754634e-49
2081,2019-02-28 00:00:00-2019-12-30 00:00:00,61.92,27.31,18948,2017-03-04 00:00:00-2018-12-17 00:00:00,2.91,3.05,1906,16.197181005624493,4.46016314689515e-50,True,False,4.382011088975626e-34,160139,71070,58,54,Demographics,Promotion,mean,2.7567726737398446e-49
2370,2019-04-03 00:00:00-2019-08-04 00:00:00,0.02,0.15,3,2017-02-28 00:00:00-2018-12-17 00:00:00,84.58,35.29,55653,-21.556818819342794,5.063284355554903e-50,False,False,5.522403367568237e-277,160139,71070,58,54,Demographics,Promotion,mean,3.1214887057957033e-49
1217,2019-02-28 00:00:00-2019-12-30 00:00:00,11.48,9.72,3514,2017-04-11 00:00:00-2018-11-30 00:00:00,0.1,0.43,60,17.139293853704174,7.802283097172008e-50,False,False,4.3097530826112524e-57,160139,71070,58,54,Demographics,Promotion,mean,4.797702099854869e-49
1864,2019-02-28 00:00:00-2019-12-30 00:00:00,4.56,3.77,1395,2017-03-16 00:00:00-2018-12-07 00:00:00,0.18,0.66,113,17.08652290733045,9.882856478468479e-50,False,False,2.0780422010147837e-40,160139,71070,58,54,Demographics,Promotion,mean,6.061485306794e-49
2778,2019-04-02 00:00:00-2019-11-29 00:00:00,0.22,0.94,54,2017-03-05 00:00:00-2018-12-17 00:00:00,4.63,5.0,3021,-15.804540600690961,2.8728957001828952e-49,False,False,3.427687267457065e-145,160139,71070,58,54,Demographics,Promotion,mean,1.7575361930530653e-48
2082,2019-02-28 00:00:00-2019-12-30 00:00:00,61.92,27.31,18948,2017-03-05 00:00:00-2018-12-17 00:00:00,4.63,5.0,3021,15.994407773938326,2.9292497362158234e-49,True,False,5.0527750327338416e-26,160139,71070,58,54,Demographics,Promotion,mean,1.7874401451602677e-48
2131,2019-02-28 00:00:00-2019-12-30 00:00:00,33.85,24.02,10357,2017-03-09 00:00:00-2018-12-14 00:00:00,0.34,1.11,222,16.229535319275616,4.427662818565005e-49,False,False,2.3433354836643342e-35,160139,71070,58,54,Demographics,Promotion,mean,2.694903170994273e-48
1162,2019-02-28 00:00:00-2019-12-30 00:00:00,11.48,9.72,3514,2017-03-28 00:00:00-2018-09-14 00:00:00,0.07,0.41,40,16.67433836399714,4.634350153495546e-49,False,False,2.4756826759080185e-69,160139,71070,58,54,Demographics,Promotion,mean,2.8135445601932347e-48
1402,2019-02-28 00:00:00-2019-12-30 00:00:00,17.51,13.11,5357,2018-02-28 00:00:00-2018-09-19 00:00:00,0.03,0.29,7,16.43740713215464,5.9670108663478705e-49,False,False,1.830840040249109e-122,160139,71070,58,54,Demographics,Promotion,mean,3.613440504380786e-48
318,2019-02-28 00:00:00-2019-12-30 00:00:00,7.57,5.31,2317,2017-03-09 00:00:00-2018-12-10 00:00:00,0.74,1.76,472,16.392733093843077,7.312613470802317e-49,False,False,4.913693636006959e-15,160139,71070,58,54,Demographics,Promotion,mean,4.417113995494733e-48
1177,2019-02-28 00:00:00-2019-12-30 00:00:00,11.48,9.72,3514,2017-04-06 00:00:00-2018-10-24 00:00:00,0.06,0.28,36,16.786080740228613,8.027345753755605e-49,False,False,1.5959718860017892e-63,160139,71070,58,54,Demographics,Promotion,mean,4.8366274667464504e-48
2704,2019-03-04 00:00:00-2019-12-28 00:00:00,0.31,1.15,92,2017-03-04 00:00:00-2018-12-17 00:00:00,31.13,23.8,20360,-16.028665099465403,1.156167412824156e-48,False,False,1.5296416245697358e-250,160139,71070,58,54,Demographics,Promotion,mean,6.948624249938143e-48
2117,2019-02-28 00:00:00-2019-12-30 00:00:00,33.85,24.02,10357,2017-03-16 00:00:00-2018-08-18 00:00:00,0.03,0.17,15,15.840608376604653,1.1774002212444626e-48,False,False,1.0162167580847441e-79,160139,71070,58,54,Demographics,Promotion,mean,7.058499571971816e-48
2818,2019-02-28 00:00:00-2019-12-30 00:00:00,73.1,37.57,22369,2017-03-04 00:00:00-2018-12-17 00:00:00,5.44,5.4,3557,16.30772932281706,1.2529041593104199e-48,False,False,8.400416171017096e-62,160139,71070,58,54,Demographics,Promotion,mean,7.492366872676311e-48
313,2019-02-28 00:00:00-2019-12-30 00:00:00,7.57,5.31,2317,2017-07-27 00:00:00-2017-11-30 00:00:00,0.06,0.32,7,16.983952723263222,1.6793368271141007e-48,False,False,1.0174803320968424e-113,160139,71070,58,54,Demographics,Promotion,mean,1.0017390749269149e-47
2114,2019-02-28 00:00:00-2019-12-30 00:00:00,33.85,24.02,10357,2017-03-07 00:00:00-2018-12-17 00:00:00,0.51,1.08,333,16.428314822789236,2.771014549011467e-48,False,False,5.598651212680953e-10,160139,71070,58,54,Demographics,Promotion,mean,1.648822587371997e-47
1160,2019-02-28 00:00:00-2019-12-30 00:00:00,11.48,9.72,3514,2017-05-24 00:00:00-2018-11-21 00:00:00,0.06,0.31,34,16.414796650574715,5.352998803332293e-48,False,False,8.885518016197389e-69,160139,71070,58,54,Demographics,Promotion,mean,3.1772638058488447e-47
3110,2019-04-04 00:00:00-2019-12-05 00:00:00,0.08,0.37,19,2017-03-04 00:00:00-2018-12-17 00:00:00,31.13,23.8,20360,-16.266687503509317,6.718762981986987e-48,False,False,6.151935532413682e-266,160139,71070,58,54,Demographics,Promotion,mean,3.978039864582395e-47
717,2019-03-01 00:00:00-2019-12-30 00:00:00,2.28,3.51,696,2017-02-28 00:00:00-2018-12-17 00:00:00,14.49,10.97,9537,-15.535047039691648,7.242145694245716e-48,False,False,9.743368137861521e-137,160139,71070,58,54,Demographics,Promotion,mean,4.2773364199100627e-47
1866,2019-02-28 00:00:00-2019-12-30 00:00:00,4.56,3.77,1395,2018-02-28 00:00:00-2018-09-19 00:00:00,0.03,0.29,7,16.206099526452817,8.731940118369348e-48,False,False,5.376111904219648e-108,160139,71070,58,54,Demographics,Promotion,mean,5.144532207669823e-47
148,2019-04-04 00:00:00-2019-12-06 00:00:00,0.11,0.51,28,2017-02-28 00:00:00-2018-12-17 00:00:00,6.59,5.76,4338,-15.904861424338923,1.2381083518487394e-47,False,False,1.6092003770665786e-230,160139,71070,58,54,Demographics,Promotion,mean,7.276548347966056e-47
167,2019-04-04 00:00:00-2019-12-06 00:00:00,0.11,0.51,28,2017-03-04 00:00:00-2018-12-17 00:00:00,2.91,3.05,1906,-15.524859740020421,2.0608368245356666e-47,False,False,1.1267899229715161e-170,160139,71070,58,54,Demographics,Promotion,mean,1.2082160990905182e-46
1167,2019-02-28 00:00:00-2019-12-30 00:00:00,11.48,9.72,3514,2018-04-18 00:00:00-2018-12-17 00:00:00,0.04,0.27,10,16.11421450373546,2.279217923285209e-47,False,False,1.3545989710877344e-113,160139,71070,58,54,Demographics,Promotion,mean,1.3329802622245037e-46
1898,2019-02-28 00:00:00-2019-12-30 00:00:00,4.56,3.77,1395,2017-03-08 00:00:00-2018-12-11 00:00:00,0.64,2.1,414,16.48855647917215,2.337451912736114e-47,False,False,3.1014076390653297e-25,160139,71070,58,54,Demographics,Promotion,mean,1.363703652503606e-46
2922,2019-02-28 00:00:00-2019-12-30 00:00:00,5.03,4.97,1538,2017-08-25 00:00:00-2018-10-04 00:00:00,0.01,0.11,3,17.00946590558526,3.9583392809799996e-47,False,False,5.1255055952786546e-70,160139,71070,58,54,Demographics,Promotion,mean,2.3037341995387247e-46
1168,2019-02-28 00:00:00-2019-12-30 00:00:00,11.48,9.72,3514,2017-03-16 00:00:00-2018-12-07 00:00:00,0.18,0.66,113,16.412788447446324,4.770896448281102e-47,False,False,4.918007965075074e-44,160139,71070,58,54,Demographics,Promotion,mean,2.7698991029826205e-46
2102,2019-02-28 00:00:00-2019-12-30 00:00:00,33.85,24.02,10357,2017-04-08 00:00:00-2018-12-14 00:00:00,0.19,0.53,119,15.815145528949046,7.035640106006822e-47,False,False,1.1056083777459396e-35,160139,71070,58,54,Demographics,Promotion,mean,4.074879209096445e-46
2913,2019-02-28 00:00:00-2019-12-30 00:00:00,5.03,4.97,1538,2017-06-06 00:00:00-2018-07-31 00:00:00,0.02,0.22,8,16.95640845370047,7.558713030469491e-47,False,False,8.752068068586279e-67,160139,71070,58,54,Demographics,Promotion,mean,4.3672564176045945e-46
485,2019-03-25 00:00:00-2019-12-20 00:00:00,0.27,0.79,73,2017-02-28 00:00:00-2018-12-17 00:00:00,14.49,10.97,9537,-15.737539786178735,1.006077793498014e-46,False,False,4.385473214395445e-233,160139,71070,58,54,Demographics,Promotion,mean,5.798886944692167e-46
2933,2019-02-28 00:00:00-2019-12-30 00:00:00,5.03,4.97,1538,2017-05-09 00:00:00-2018-09-06 00:00:00,0.02,0.24,10,16.909390739363733,1.0392826098306724e-46,False,False,1.4361749402686268e-63,160139,71070,58,54,Demographics,Promotion,mean,5.9758750065263664e-46
1455,2019-03-04 00:00:00-2019-12-20 00:00:00,0.55,1.22,162,2017-02-28 00:00:00-2018-12-17 00:00:00,7.7,5.24,5067,-15.64506809764758,1.6847873562622904e-46,False,False,2.407294509675748e-211,160139,71070,58,54,Demographics,Promotion,mean,9.664295818176016e-46
1875,2019-02-28 00:00:00-2019-12-30 00:00:00,4.56,3.77,1395,2017-04-20 00:00:00-2018-12-14 00:00:00,0.09,0.34,55,16.107659581569642,1.749948976934499e-46,False,False,1.062060313157661e-49,160139,71070,58,54,Demographics,Promotion,mean,1.0014062088103641e-45
168,2019-04-04 00:00:00-2019-12-06 00:00:00,0.11,0.51,28,2017-03-05 00:00:00-2018-12-17 00:00:00,4.63,5.0,3021,-15.233354679540879,4.634042613321668e-46,False,False,1.013287204561645e-155,160139,71070,58,54,Demographics,Promotion,mean,2.645496403595568e-45
720,2019-03-01 00:00:00-2019-12-30 00:00:00,2.28,3.51,696,2017-03-04 00:00:00-2018-12-17 00:00:00,12.26,9.32,8017,-15.187900578620763,5.164326560367233e-46,False,False,1.0985907663946361e-136,160139,71070,58,54,Demographics,Promotion,mean,2.941206936285339e-45
775,2019-03-05 00:00:00-2019-12-12 00:00:00,0.07,0.3,20,2017-02-28 00:00:00-2018-12-17 00:00:00,14.49,10.97,9537,-15.663762072992586,5.420100904627673e-46,False,False,1.2185630865273521e-253,160139,71070,58,54,Demographics,Promotion,mean,3.07954426695235e-45
306,2019-02-28 00:00:00-2019-12-30 00:00:00,7.57,5.31,2317,2018-04-23 00:00:00-2018-11-22 00:00:00,0.02,0.15,5,15.827111182086222,5.4575454231698455e-46,False,False,1.0174803320968424e-113,160139,71070,58,54,Demographics,Promotion,mean,3.093471244602434e-45
2113,2019-02-28 00:00:00-2019-12-30 00:00:00,33.85,24.02,10357,2017-04-19 00:00:00-2018-12-17 00:00:00,0.37,0.86,222,15.713201687121167,5.668778893264098e-46,False,False,1.46817692706801e-21,160139,71070,58,54,Demographics,Promotion,mean,3.2056073552453245e-45
237,2019-03-08 00:00:00-2019-07-27 00:00:00,0.06,0.29,8,2017-02-28 00:00:00-2018-12-17 00:00:00,7.7,5.24,5067,-17.566335080805526,6.520376527946379e-46,False,False,1.1888841663036516e-263,160139,71070,58,54,Demographics,Promotion,mean,3.678476569539561e-45
2944,2019-02-28 00:00:00-2019-12-30 00:00:00,5.03,4.97,1538,2017-03-08 00:00:00-2018-10-23 00:00:00,0.02,0.2,14,16.701582875030052,6.726523621857769e-46,False,False,1.0358247851464202e-56,160139,71070,58,54,Demographics,Promotion,mean,3.7858457655255966e-45
2920,2019-02-28 00:00:00-2019-12-30 00:00:00,5.03,4.97,1538,2017-05-04 00:00:00-2018-11-15 00:00:00,0.01,0.08,4,16.51133439768596,9.441920474255361e-46,False,False,9.572109174086873e-62,160139,71070,58,54,Demographics,Promotion,mean,5.301660510426954e-45
1195,2019-02-28 00:00:00-2019-12-30 00:00:00,11.48,9.72,3514,2017-02-28 00:00:00-2018-12-17 00:00:00,63.53,30.29,41801,-15.392150043463293,9.996675812508807e-46,False,False,1.8698341596113398e-106,160139,71070,58,54,Demographics,Promotion,mean,5.600011368506105e-45
2238,2019-03-05 00:00:00-2019-10-01 00:00:00,0.01,0.1,2,2017-03-04 00:00:00-2018-12-17 00:00:00,5.44,5.4,3557,-15.646156872885687,1.0157745099477561e-45,False,False,3.963350888278302e-226,160139,71070,58,54,Demographics,Promotion,mean,5.676945392044469e-45
2963,2019-04-15 00:00:00-2019-11-06 00:00:00,0.03,0.18,7,2017-02-28 00:00:00-2018-12-17 00:00:00,7.7,5.24,5067,-16.50059728070247,1.035594462198202e-45,False,False,8.407011745852081e-263,160139,71070,58,54,Demographics,Promotion,mean,5.774223668014218e-45
291,2019-02-28 00:00:00-2019-12-30 00:00:00,7.57,5.31,2317,2017-10-16 00:00:00-2018-02-13 00:00:00,0.03,0.22,4,16.542214026747363,1.0422177410056644e-45,False,False,2.12635547082637e-115,160139,71070,58,54,Demographics,Promotion,mean,5.797639154617557e-45
94,2019-02-28 00:00:00-2019-10-15 00:00:00,0.02,0.13,4,2017-03-04 00:00:00-2018-12-17 00:00:00,31.13,23.8,20360,-16.050920878344755,1.4028707163357274e-45,False,False,1.5182866492217804e-273,160139,71070,58,54,Demographics,Promotion,mean,7.785769729640511e-45
2940,2019-02-28 00:00:00-2019-12-30 00:00:00,5.03,4.97,1538,2017-04-03 00:00:00-2018-10-26 00:00:00,0.08,0.55,48,16.630774687086593,1.643080718277277e-45,False,False,2.450624031468343e-47,160139,71070,58,54,Demographics,Promotion,mean,9.097798791942701e-45
2918,2019-02-28 00:00:00-2019-12-30 00:00:00,5.03,4.97,1538,2017-08-26 00:00:00-2018-08-01 00:00:00,0.01,0.14,5,16.39200236131594,1.7316802888377905e-45,False,False,4.289641139091762e-74,160139,71070,58,54,Demographics,Promotion,mean,9.566233835796756e-45
1893,2019-02-28 00:00:00-2019-12-30 00:00:00,4.56,3.77,1395,2018-01-22 00:00:00-2018-07-30 00:00:00,0.01,0.1,2,15.696985363891152,2.4284859975365567e-45,False,False,7.6919793601952565e-109,160139,71070,58,54,Demographics,Promotion,mean,1.3384650935731437e-44
1429,2019-02-28 00:00:00-2019-12-30 00:00:00,17.51,13.11,5357,2018-01-22 00:00:00-2018-07-30 00:00:00,0.01,0.1,2,15.772176651744777,2.4484386766709502e-45,False,False,2.57706857189215e-123,160139,71070,58,54,Demographics,Promotion,mean,1.346359842436072e-44
2816,2019-02-28 00:00:00-2019-12-30 00:00:00,73.1,37.57,22369,2017-02-28 00:00:00-2018-12-17 00:00:00,6.59,5.76,4338,15.66633155577147,3.0437020509160313e-45,False,False,1.2023974723331747e-73,160139,71070,58,54,Demographics,Promotion,mean,1.6698475471998044e-44
488,2019-03-25 00:00:00-2019-12-20 00:00:00,0.27,0.79,73,2017-03-04 00:00:00-2018-12-17 00:00:00,12.26,9.32,8017,-15.432041011698631,3.444499610017555e-45,False,False,5.642879915112111e-233,160139,71070,58,54,Demographics,Promotion,mean,1.8854103128517146e-44
2938,2019-02-28 00:00:00-2019-12-30 00:00:00,5.03,4.97,1538,2017-10-17 00:00:00-2018-12-14 00:00:00,0.07,0.59,31,16.35501233096013,4.014341780239372e-45,False,False,5.651886909504723e-63,160139,71070,58,54,Demographics,Promotion,mean,2.1923072005325523e-44
2642,2019-02-28 00:00:00-2019-12-23 00:00:00,0.15,0.55,46,2017-02-28 00:00:00-2018-12-17 00:00:00,6.59,5.76,4338,-15.144521045138498,4.5745689442813504e-45,False,False,2.5622100408778734e-219,160139,71070,58,54,Demographics,Promotion,mean,2.4925669509615014e-44
2931,2019-02-28 00:00:00-2019-12-30 00:00:00,5.03,4.97,1538,2017-03-11 00:00:00-2018-12-11 00:00:00,0.07,0.44,42,16.41980022329933,6.582766338141589e-45,False,False,1.9491951609974422e-49,160139,71070,58,54,Demographics,Promotion,mean,3.577316230498565e-44
2949,2019-02-28 00:00:00-2019-12-30 00:00:00,5.03,4.97,1538,2017-04-08 00:00:00-2018-12-14 00:00:00,0.11,0.63,70,16.479841970705852,6.595302916596434e-45,False,False,1.6066494975032933e-39,160139,71070,58,54,Demographics,Promotion,mean,3.577316230498565e-44
2313,2019-04-17 00:00:00-2019-12-24 00:00:00,0.12,0.54,30,2017-03-04 00:00:00-2018-12-17 00:00:00,2.91,3.05,1906,-15.050346671609617,7.515497108541751e-45,False,False,2.499648890048022e-168,160139,71070,58,54,Demographics,Promotion,mean,4.0672101999167127e-44
2180,2019-02-28 00:00:00-2019-10-31 00:00:00,0.08,0.51,19,2017-03-04 00:00:00-2018-12-17 00:00:00,5.44,5.4,3557,-15.219736196862147,9.196262652285985e-45,False,False,6.686216839673752e-222,160139,71070,58,54,Demographics,Promotion,mean,4.9655666510763155e-44
1170,2019-02-28 00:00:00-2019-12-30 00:00:00,11.48,9.72,3514,2018-02-28 00:00:00-2018-09-19 00:00:00,0.03,0.29,7,15.521786429635826,1.0633418035553765e-44,False,False,6.191835894725313e-117,160139,71070,58,54,Demographics,Promotion,mean,5.728634220955993e-44
1587,2019-04-11 00:00:00-2019-11-26 00:00:00,0.02,0.15,5,2017-02-28 00:00:00-2018-12-17 00:00:00,14.49,10.97,9537,-15.864272935679276,1.2172036103799973e-44,False,False,1.0815283808171599e-263,160139,71070,58,54,Demographics,Promotion,mean,6.542811316918997e-44
1660,2019-03-04 00:00:00-2019-12-30 00:00:00,1.1,2.6,332,2017-03-04 00:00:00-2018-12-17 00:00:00,31.13,23.8,20360,-15.095128249127498,1.3207803493693054e-44,False,False,6.20638255270974e-216,160139,71070,58,54,Demographics,Promotion,mean,7.083647075541209e-44
778,2019-03-05 00:00:00-2019-12-12 00:00:00,0.07,0.3,20,2017-03-04 00:00:00-2018-12-17 00:00:00,12.26,9.32,8017,-15.373784052699845,1.4675055445352605e-44,False,False,1.573638928813791e-253,160139,71070,58,54,Demographics,Promotion,mean,7.844586325285371e-44
1202,2019-02-28 00:00:00-2019-12-30 00:00:00,11.48,9.72,3514,2017-03-08 00:00:00-2018-12-11 00:00:00,0.64,2.1,414,15.792213814853838,1.4692201813243502e-44,False,False,3.2932526900507786e-28,160139,71070,58,54,Demographics,Promotion,mean,7.844586325285371e-44
2294,2019-04-17 00:00:00-2019-12-24 00:00:00,0.12,0.54,30,2017-02-28 00:00:00-2018-12-17 00:00:00,6.59,5.76,4338,-15.305702561258016,1.5494925223036398e-44,False,False,4.466053437349139e-228,160139,71070,58,54,Demographics,Promotion,mean,8.247688672886609e-44
2661,2019-02-28 00:00:00-2019-12-23 00:00:00,0.15,0.55,46,2017-03-04 00:00:00-2018-12-17 00:00:00,2.91,3.05,1906,-14.83063721487253,1.5516136717387018e-44,False,False,5.800371754895931e-160,160139,71070,58,54,Demographics,Promotion,mean,8.247688672886609e-44
2903,2019-02-28 00:00:00-2019-12-30 00:00:00,5.03,4.97,1538,2017-06-16 00:00:00-2018-10-18 00:00:00,0.02,0.17,11,16.083236683666744,2.705390477612791e-44,False,False,1.4543863976927109e-60,160139,71070,58,54,Demographics,Promotion,mean,1.4348767233813293e-43
979,2019-04-08 00:00:00-2019-12-06 00:00:00,0.07,0.33,17,2017-03-04 00:00:00-2018-12-17 00:00:00,2.91,3.05,1906,-14.968618572097187,3.2174694888648077e-44,False,False,4.7566069800327e-173,160139,71070,58,54,Demographics,Promotion,mean,1.702696242779783e-43
2760,2019-04-02 00:00:00-2019-11-29 00:00:00,0.22,0.94,54,2017-03-04 00:00:00-2018-12-17 00:00:00,5.44,5.4,3557,-15.022697677947702,3.6780436648995406e-44,False,False,2.2915388912925785e-203,160139,71070,58,54,Demographics,Promotion,mean,1.942136963893974e-43
1210,2019-02-28 00:00:00-2019-12-30 00:00:00,11.48,9.72,3514,2017-02-28 00:00:00-2018-12-17 00:00:00,84.58,35.29,55653,-15.239948291635518,4.746025231499638e-44,False,False,1.8698341596113398e-106,160139,71070,58,54,Demographics,Promotion,mean,2.5005489765962847e-43
2947,2019-02-28 00:00:00-2019-12-30 00:00:00,5.03,4.97,1538,2017-04-25 00:00:00-2018-12-12 00:00:00,0.16,0.72,93,16.23391141460057,5.046093912549931e-44,False,False,1.453985825143217e-35,160139,71070,58,54,Demographics,Promotion,mean,2.652803656883392e-43
2864,2019-02-28 00:00:00-2019-12-30 00:00:00,2.88,2.93,882,2017-08-25 00:00:00-2018-10-04 00:00:00,0.01,0.11,3,15.94251841842629,5.844441022468537e-44,False,False,3.356473012715679e-75,160139,71070,58,54,Demographics,Promotion,mean,3.0657681854703378e-43
960,2019-04-08 00:00:00-2019-12-06 00:00:00,0.07,0.33,17,2017-02-28 00:00:00-2018-12-17 00:00:00,6.59,5.76,4338,-15.192339844083824,1.1391197493104922e-43,False,False,5.486147146846922e-233,160139,71070,58,54,Demographics,Promotion,mean,5.962307309301307e-43
2927,2019-02-28 00:00:00-2019-12-30 00:00:00,5.03,4.97,1538,2017-04-05 00:00:00-2018-12-10 00:00:00,0.04,0.24,27,16.04571384179629,1.2004264333858418e-43,False,False,3.721702578936277e-48,160139,71070,58,54,Demographics,Promotion,mean,6.269476045106842e-43
2314,2019-04-17 00:00:00-2019-12-24 00:00:00,0.12,0.54,30,2017-03-05 00:00:00-2018-12-17 00:00:00,4.63,5.0,3021,-14.779857049252115,1.2331181535467968e-43,False,False,2.0674348316060687e-153,160139,71070,58,54,Demographics,Promotion,mean,6.426184364453023e-43
2855,2019-02-28 00:00:00-2019-12-30 00:00:00,2.88,2.93,882,2017-06-06 00:00:00-2018-07-31 00:00:00,0.02,0.22,8,15.879291967779508,1.4010888346701088e-43,False,False,8.560800313568383e-72,160139,71070,58,54,Demographics,Promotion,mean,7.285661940284566e-43
1179,2019-02-28 00:00:00-2019-12-30 00:00:00,11.48,9.72,3514,2017-04-20 00:00:00-2018-12-14 00:00:00,0.09,0.34,55,15.400259975055066,1.4283650637262965e-43,False,False,1.1176767590230322e-53,160139,71070,58,54,Demographics,Promotion,mean,7.411386621330371e-43
1590,2019-04-11 00:00:00-2019-11-26 00:00:00,0.02,0.15,5,2017-03-04 00:00:00-2018-12-17 00:00:00,12.26,9.32,8017,-15.590503105579195,2.1923572967454466e-43,False,False,1.3941911048115676e-263,160139,71070,58,54,Demographics,Promotion,mean,1.1350906177088978e-42
